time_s,Potential_V,Current_A,Cycle
12.50496,0.551503,-4.549435126674e-06,1
12.52500,0.549499,-4.373226880745e-06,1
12.54504,0.547495,-4.359178070400e-06,1
12.56508,0.545491,-4.539460389700e-06,1
12.58512,0.543487,-4.507506665430e-06,1
12.60516,0.541483,-4.335913187483e-06,1
12.62520,0.539479,-4.412539989732e-06,1
12.64524,0.537475,-4.564843678329e-06,1
12.66528,0.535471,-4.449426945749e-06,1
12.68532,0.533467,-4.327323130854e-06,1
12.70536,0.531463,-4.474664421166e-06,1
12.72540,0.529459,-4.559261620378e-06,1
12.74544,0.527455,-4.390584490551e-06,1
12.76548,0.525451,-4.349920327159e-06,1
12.78552,0.523447,-4.529546510854e-06,1
12.80556,0.521443,-4.524397713353e-06,1
12.82560,0.519439,-4.346578444270e-06,1
12.84564,0.517435,-4.398036069603e-06,1
12.86568,0.515431,-4.563090171811e-06,1
12.88572,0.513427,-4.469604775652e-06,1
12.90576,0.511423,-4.329157843912e-06,1
12.92580,0.509419,-4.459366697662e-06,1
12.94584,0.507415,-4.566810086423e-06,1
12.96588,0.505411,-4.409485955834e-06,1
12.98592,0.503407,-4.343181423853e-06,1
13.00596,0.501403,-4.518221624598e-06,1
13.02600,0.499399,-4.540088870546e-06,1
13.04604,0.497395,-4.360128699295e-06,1
13.06608,0.495391,-4.385405785586e-06,1
13.08612,0.493387,-4.559689482684e-06,1
13.10616,0.491383,-4.490418100245e-06,1
13.12620,0.489379,-4.334996391048e-06,1
13.14624,0.487375,-4.445442540329e-06,1
13.16628,0.485371,-4.573661657853e-06,1
13.18632,0.483367,-4.431591535686e-06,1
13.20636,0.481363,-4.341586301274e-06,1
13.22640,0.479359,-4.508674560700e-06,1
13.24644,0.477355,-4.557707489443e-06,1
13.26648,0.475351,-4.380373290673e-06,1
13.28652,0.473347,-4.379783653392e-06,1
13.30656,0.471343,-4.560432998284e-06,1
13.32660,0.469339,-4.518120541680e-06,1
13.34664,0.467335,-4.352589168877e-06,1
13.36668,0.465331,-4.442427638938e-06,1
13.38672,0.463327,-4.590438307458e-06,1
13.40676,0.461323,-4.468965741850e-06,1
13.42680,0.459319,-4.359774334202e-06,1
13.44684,0.457315,-4.518063113313e-06,1
13.46688,0.455311,-4.596476377951e-06,1
13.48692,0.453307,-4.429516992120e-06,1
13.50696,0.451303,-4.407403192990e-06,1
13.52700,0.449299,-4.595318736619e-06,1
13.54704,0.447295,-4.586517957714e-06,1
13.56708,0.445291,-4.420931253884e-06,1
13.58712,0.443287,-4.495348006471e-06,1
13.60716,0.441283,-4.667958525523e-06,1
13.62720,0.439279,-4.578923401375e-06,1
13.64724,0.437275,-4.463226967040e-06,1
13.66728,0.435271,-4.620647134820e-06,1
13.68732,0.433267,-4.739487384178e-06,1
13.70736,0.431263,-4.600876156004e-06,1
13.72740,0.429259,-4.573546927958e-06,1
13.74744,0.427255,-4.782041504714e-06,1
13.76748,0.425251,-4.826276601408e-06,1
13.78752,0.423246,-4.685606647010e-06,1
13.80756,0.421242,-4.766291281815e-06,1
13.82760,0.419238,-4.985201365765e-06,1
13.84764,0.417234,-4.958470498578e-06,1
13.86768,0.415230,-4.869175147922e-06,1
13.88772,0.413226,-5.055090407543e-06,1
13.90776,0.411222,-5.247238827445e-06,1
13.92780,0.409218,-5.178349585921e-06,1
13.94784,0.407214,-5.187512901465e-06,1
13.96788,0.405210,-5.455903604807e-06,1
13.98792,0.403206,-5.599066872408e-06,1
14.00796,0.401202,-5.536251602838e-06,1
14.02800,0.399198,-5.674099419247e-06,1
14.04804,0.397194,-5.989967905482e-06,1
14.06808,0.395190,-6.084449209945e-06,1
14.08812,0.393186,-6.084502289868e-06,1
14.10816,0.391182,-6.358194879362e-06,1
14.12820,0.389178,-6.685065795497e-06,1
14.14824,0.387174,-6.755157104506e-06,1
14.16828,0.385170,-6.870041366715e-06,1
14.18832,0.383166,-7.263126214271e-06,1
14.20836,0.381162,-7.573760091656e-06,1
14.22840,0.379158,-7.662427147031e-06,1
14.24844,0.377154,-7.926556561805e-06,1
14.26848,0.375150,-8.403928577637e-06,1
14.28852,0.373146,-8.687888954817e-06,1
14.30856,0.371142,-8.845772748756e-06,1
14.32860,0.369138,-9.267004007526e-06,1
14.34864,0.367134,-9.783797480545e-06,1
14.36868,0.365130,-1.004962772324e-05,1
14.38872,0.363126,-1.032098452134e-05,1
14.40876,0.361122,-1.087743989314e-05,1
14.42880,0.359118,-1.138932258214e-05,1
14.44884,0.357114,-1.166058391807e-05,1
14.46888,0.355110,-1.206968675622e-05,1
14.48892,0.353106,-1.271312167130e-05,1
14.50896,0.351102,-1.318522147490e-05,1
14.52900,0.349098,-1.349138435023e-05,1
14.54904,0.347094,-1.403293486985e-05,1
14.56908,0.345090,-1.469780836815e-05,1
14.58912,0.343086,-1.511002029570e-05,1
14.60916,0.341082,-1.547470954908e-05,1
14.62920,0.339078,-1.611092744905e-05,1
14.64924,0.337074,-1.672700970292e-05,1
14.66928,0.335070,-1.707453963892e-05,1
14.68932,0.333066,-1.750448393160e-05,1
14.70936,0.331062,-1.816994921606e-05,1
14.72940,0.329058,-1.867551996696e-05,1
14.74944,0.327054,-1.896489899741e-05,1
14.76948,0.325050,-1.944287200131e-05,1
14.78952,0.323046,-2.005627762638e-05,1
14.80956,0.321042,-2.040890779386e-05,1
14.82960,0.319038,-2.065097108136e-05,1
14.84964,0.317034,-2.113503004681e-05,1
14.86968,0.315030,-2.161524163629e-05,1
14.88972,0.313026,-2.179780897142e-05,1
14.90976,0.311022,-2.199993679589e-05,1
14.92980,0.309018,-2.242961386485e-05,1
14.94984,0.307014,-2.271228739888e-05,1
14.96988,0.305010,-2.273308675287e-05,1
14.98992,0.303006,-2.289314953432e-05,1
15.00996,0.301002,-2.320137448436e-05,1
15.03000,0.298998,-2.325216585056e-05,1
15.05004,0.296994,-2.313943664528e-05,1
15.07008,0.294990,-2.324335241909e-05,1
15.09012,0.292986,-2.337129388766e-05,1
15.11016,0.290982,-2.319248495015e-05,1
15.13020,0.288978,-2.298503364261e-05,1
15.15024,0.286974,-2.300879740798e-05,1
15.17028,0.284970,-2.291994048856e-05,1
15.19032,0.282966,-2.254891861837e-05,1
15.21036,0.280962,-2.228542677569e-05,1
15.23040,0.278958,-2.220119654177e-05,1
15.25044,0.276954,-2.189106856077e-05,1
15.27048,0.274950,-2.139112005435e-05,1
15.29052,0.272946,-2.110096864179e-05,1
15.31056,0.270942,-2.088563097133e-05,1
15.33060,0.268938,-2.038462226572e-05,1
15.35064,0.266934,-1.983040638501e-05,1
15.37068,0.264930,-1.952834948115e-05,1
15.39072,0.262926,-1.917223796304e-05,1
15.41076,0.260922,-1.854066569568e-05,1
15.43080,0.258918,-1.800202216215e-05,1
15.45084,0.256914,-1.768793338068e-05,1
15.47088,0.254910,-1.720122795977e-05,1
15.49092,0.252906,-1.651771063839e-05,1
15.51096,0.250902,-1.604578153648e-05,1
15.53100,0.248898,-1.570926406879e-05,1
15.55104,0.246894,-1.512409810638e-05,1
15.57108,0.244890,-1.446995030921e-05,1
15.59112,0.242886,-1.408888979941e-05,1
15.61116,0.240882,-1.371717117537e-05,1
15.63120,0.238878,-1.308449977447e-05,1
15.65124,0.236874,-1.252780794087e-05,1
15.67128,0.234870,-1.223381320396e-05,1
15.69132,0.232866,-1.182041671412e-05,1
15.71136,0.230862,-1.120200775320e-05,1
15.73140,0.228858,-1.078508280550e-05,1
15.75144,0.226854,-1.055253224289e-05,1
15.77148,0.224850,-1.010399350915e-05,1
15.79152,0.222846,-9.561171609913e-06,1
15.81156,0.220842,-9.294203046428e-06,1
15.83160,0.218838,-9.086858804831e-06,1
15.85164,0.216834,-8.625310868954e-06,1
15.87168,0.214830,-8.206993626654e-06,1
15.89172,0.212826,-8.069187137184e-06,1
15.91176,0.210822,-7.853189118762e-06,1
15.93180,0.208818,-7.413826217210e-06,1
15.95184,0.206814,-7.146698033023e-06,1
15.97188,0.204810,-7.094357169606e-06,1
15.99192,0.202806,-6.849411371611e-06,1
16.01196,0.200802,-6.473331481460e-06,1
16.03200,0.198798,-6.356600786764e-06,1
16.05204,0.196794,-6.335962722027e-06,1
16.07208,0.194790,-6.061764101396e-06,1
16.09212,0.192786,-5.786063356718e-06,1
16.11216,0.190782,-5.792215835341e-06,1
16.13220,0.188778,-5.753769503437e-06,1
16.15224,0.186774,-5.470098458493e-06,1
16.17228,0.184770,-5.317954752397e-06,1
16.19232,0.182766,-5.399485988575e-06,1
16.21236,0.180762,-5.310239872888e-06,1
16.23240,0.178758,-5.050938031979e-06,1
16.25244,0.176754,-5.024525003675e-06,1
16.27248,0.174749,-5.125161379110e-06,1
16.29252,0.172745,-4.975936712150e-06,1
16.31256,0.170741,-4.778624840421e-06,1
16.33260,0.168737,-4.857001906807e-06,1
16.35264,0.166733,-4.924775598809e-06,1
16.37268,0.164729,-4.730915536578e-06,1
16.39272,0.162725,-4.625430598673e-06,1
16.41276,0.160721,-4.768244385003e-06,1
16.43280,0.158717,-4.767281821691e-06,1
16.45284,0.156713,-4.562854126961e-06,1
16.47288,0.154709,-4.561674824387e-06,1
16.49292,0.152705,-4.717938832505e-06,1
16.51296,0.150701,-4.636100442756e-06,1
16.53300,0.148697,-4.463307412729e-06,1
16.55304,0.146693,-4.556650285815e-06,1
16.57308,0.144689,-4.676472072177e-06,1
16.59312,0.142685,-4.526991627163e-06,1
16.61316,0.140681,-4.423678703540e-06,1
16.63320,0.138677,-4.580652771434e-06,1
16.65324,0.136673,-4.626934851791e-06,1
16.67328,0.134669,-4.443702715743e-06,1
16.69332,0.132665,-4.432285107566e-06,1
16.71336,0.130661,-4.607844964525e-06,1
16.73340,0.128657,-4.564930720777e-06,1
16.75344,0.126653,-4.392667914591e-06,1
16.77348,0.124649,-4.473370976095e-06,1
16.79352,0.122645,-4.619245156065e-06,1
16.81356,0.120641,-4.496235279976e-06,1
16.83360,0.118637,-4.378100922661e-06,1
16.85364,0.116633,-4.528249170337e-06,1
16.87368,0.114629,-4.604952844545e-06,1
16.89372,0.112625,-4.432785082713e-06,1
16.91376,0.110621,-4.398609661533e-06,1
16.93380,0.108617,-4.578102925538e-06,1
16.95384,0.106613,-4.564848104940e-06,1
16.97388,0.104609,-4.387852959224e-06,1
16.99392,0.102605,-4.446020418645e-06,1
17.01396,0.100601,-4.607516374387e-06,1
17.03400,0.098597,-4.507381360267e-06,1
17.05404,0.096593,-4.371470903250e-06,1
17.07408,0.094589,-4.506522947867e-06,1
17.09412,0.092585,-4.607621038882e-06,1
17.11416,0.090581,-4.446585588518e-06,1
17.13420,0.088577,-4.387119474737e-06,1
17.15424,0.086573,-4.563669101763e-06,1
17.17428,0.084569,-4.577876981472e-06,1
17.19432,0.082565,-4.397941253476e-06,1
17.21436,0.080561,-4.430407844411e-06,1
17.23440,0.078557,-4.602310713423e-06,1
17.25444,0.076553,-4.525901884555e-06,1
17.27448,0.074549,-4.374061947957e-06,1
17.29452,0.072545,-4.489986262518e-06,1
17.31456,0.070541,-4.612353921057e-06,1
17.33460,0.068537,-4.465306886941e-06,1
17.35464,0.066533,-4.381249828329e-06,1
17.37468,0.064529,-4.550382259730e-06,1
17.39472,0.062525,-4.591285958327e-06,1
17.41476,0.060521,-4.412047672179e-06,1
17.43480,0.058517,-4.417769826620e-06,1
17.45484,0.056513,-4.595974560461e-06,1
17.47488,0.054509,-4.544774302078e-06,1
17.49492,0.052505,-4.380208463886e-06,1
17.51496,0.050501,-4.474262172780e-06,1
17.53500,0.048497,-4.615039248773e-06,1
17.55504,0.046493,-4.485157637641e-06,1
17.57508,0.044489,-4.378299186637e-06,1
17.59512,0.042485,-4.536167216253e-06,1
17.61516,0.040481,-4.602795470136e-06,1
17.63520,0.038477,-4.428209112297e-06,1
17.65524,0.036473,-4.407021182887e-06,1
17.67528,0.034469,-4.587519018884e-06,1
17.69532,0.032465,-4.562646414316e-06,1
17.71536,0.030461,-4.389009893890e-06,1
17.73540,0.028457,-4.459078753514e-06,1
17.75544,0.026453,-4.615111427295e-06,1
17.77548,0.024449,-4.505286863959e-06,1
17.79552,0.022445,-4.378007024571e-06,1
17.81556,0.020441,-4.521082497964e-06,1
17.83560,0.018437,-4.611945693867e-06,1
17.85564,0.016433,-4.445908131979e-06,1
17.87568,0.014429,-4.398283364134e-06,1
17.89572,0.012425,-4.577045696467e-06,1
17.91576,0.010421,-4.579057783828e-06,1
17.93580,0.008417,-4.400229372054e-06,1
17.95584,0.006413,-4.444751817609e-06,1
17.97588,0.004409,-4.612559711160e-06,1
17.99592,0.002405,-4.525247449094e-06,1
18.01596,0.000401,-4.380391397035e-06,1
18.03600,-0.001603,-4.505483904020e-06,1
18.05604,-0.003607,-4.618557431654e-06,1
18.07608,-0.005611,-4.464779560247e-06,1
18.09612,-0.007615,-4.391785336349e-06,1
18.11616,-0.009619,-4.564825455851e-06,1
18.13620,-0.011623,-4.593681587322e-06,1
18.15624,-0.013627,-4.413658001881e-06,1
18.17628,-0.015631,-4.431644407789e-06,1
18.19632,-0.017635,-4.607485536456e-06,1
18.21636,-0.019639,-4.544639250105e-06,1
18.23640,-0.021643,-4.385445359699e-06,1
18.25644,-0.023647,-4.489766601055e-06,1
18.27648,-0.025651,-4.622530498759e-06,1
18.29652,-0.027655,-4.484449905410e-06,1
18.31656,-0.029659,-4.387720298719e-06,1
18.33660,-0.031663,-4.551179489183e-06,1
18.35664,-0.033667,-4.606239905030e-06,1
18.37668,-0.035671,-4.429044694334e-06,1
18.39672,-0.037675,-4.420097975765e-06,1
18.41676,-0.039679,-4.600051099980e-06,1
18.43680,-0.041683,-4.563078322642e-06,1
18.45684,-0.043687,-4.393105118696e-06,1
18.47688,-0.045691,-4.474330561720e-06,1
18.49692,-0.047695,-4.623825306082e-06,1
18.51696,-0.049699,-4.504529156262e-06,1
18.53700,-0.051703,-4.386228158770e-06,1
18.55704,-0.053707,-4.536461615664e-06,1
18.57708,-0.055711,-4.616501548278e-06,1
18.59712,-0.057715,-4.446095124783e-06,1
18.61716,-0.059719,-4.410419493771e-06,1
18.63720,-0.061723,-4.590471577221e-06,1
18.65724,-0.063727,-4.580202211638e-06,1
18.67728,-0.065731,-4.403248873302e-06,1
18.69732,-0.067735,-4.459569608351e-06,1
18.71736,-0.069739,-4.622462156119e-06,1
18.73740,-0.071743,-4.524618247869e-06,1
18.75744,-0.073747,-4.387391440541e-06,1
18.77748,-0.075752,-4.521049628662e-06,1
18.79752,-0.077756,-4.624286635359e-06,1
18.81756,-0.079760,-4.464477850080e-06,1
18.83760,-0.081764,-4.402874250313e-06,1
18.85764,-0.083768,-4.579010047593e-06,1
18.87768,-0.085772,-4.595677834588e-06,1
18.89772,-0.087776,-4.415699374818e-06,1
18.91776,-0.089780,-4.445862497772e-06,1
18.93780,-0.091784,-4.618520695578e-06,1
18.95784,-0.093788,-4.544317898942e-06,1
18.97788,-0.095792,-4.391233387435e-06,1
18.99792,-0.097796,-4.505336819693e-06,1
19.01796,-0.099800,-4.629470575830e-06,1
19.03800,-0.101804,-4.483831684186e-06,1
19.05804,-0.103808,-4.397679909420e-06,1
19.07808,-0.105812,-4.565971607452e-06,1
19.09812,-0.107816,-4.609208907447e-06,1
19.11816,-0.109820,-4.430227875993e-06,1
19.13820,-0.111824,-4.433564459653e-06,1
19.15824,-0.113828,-4.612138132921e-06,1
19.17828,-0.115832,-4.563237522691e-06,1
19.19832,-0.117836,-4.397717440898e-06,1
19.21836,-0.119840,-4.489723196280e-06,1
19.23840,-0.121844,-4.631986850707e-06,1
19.25844,-0.123848,-4.503773760785e-06,1
19.27848,-0.125852,-4.395001650507e-06,1
19.29852,-0.127856,-4.551696558197e-06,1
19.31856,-0.129860,-4.620542558878e-06,1
19.33860,-0.131864,-4.446559237588e-06,1
19.35864,-0.133868,-4.422999265684e-06,1
19.37868,-0.135872,-4.603506174989e-06,1
19.39872,-0.137876,-4.581003946683e-06,1
19.41876,-0.139880,-4.406748056515e-06,1
19.43880,-0.141884,-4.474606551597e-06,1
19.45884,-0.143888,-4.631828497484e-06,1
19.47888,-0.145892,-4.523908080864e-06,1
19.49892,-0.147896,-4.394948480668e-06,1
19.51896,-0.149900,-4.536552808914e-06,1
19.53900,-0.151904,-4.629474975668e-06,1
19.55904,-0.153908,-4.464378070936e-06,1
19.57908,-0.155912,-4.414452001265e-06,1
19.59912,-0.157916,-4.592866747078e-06,1
19.61916,-0.159920,-4.597269744033e-06,1
19.63920,-0.161924,-4.418172837072e-06,1
19.65924,-0.163928,-4.460373583614e-06,1
19.67928,-0.165932,-4.629048265564e-06,1
19.69932,-0.167936,-4.543834353513e-06,1
19.71936,-0.169940,-4.397570801056e-06,1
19.73940,-0.171944,-4.520927662691e-06,1
19.75944,-0.173948,-4.635855952920e-06,1
19.77948,-0.175952,-4.483335779099e-06,1
19.79952,-0.177956,-4.408162700884e-06,1
19.81956,-0.179960,-4.580506591883e-06,1
19.83960,-0.181964,-4.611720989819e-06,1
19.85964,-0.183968,-4.431785934870e-06,1
19.87968,-0.185972,-4.447391261939e-06,1
19.89972,-0.187976,-4.623757438623e-06,1
19.91976,-0.189980,-4.563156932545e-06,1
19.93980,-0.191984,-4.402859281664e-06,1
19.95984,-0.193988,-4.505219169953e-06,1
19.97988,-0.195992,-4.639592247432e-06,1
19.99992,-0.197996,-4.503058339396e-06,1
20.01996,-0.200000,-4.404320989271e-06,1
